C:\Users\Genevieve\.jdks\openjdk-15.0.1\bin\java.exe "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\lib\idea_rt.jar=55373:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Genevieve\Desktop\PokerHighHandSimulator\out\production\PokerHighHandSimulator;C:\Users\Genevieve\Desktop\commons-cli-1.5.0.jar main.Main --simulationDuration 10000 --numHandsPerHour 25 --highHandMinimumQualifier 22233 --highHandDuration 1 --numNlhTables 1 --numPloTables 1 --numPlayersPerTable 8 --ploHighHandMinimumQualifier 5555A --noPloFlopRestriction
================ HighHandSimulator ================
numNlhTables=1
numPloTables=1
numHandsPerHour=25
numPlayersPerTable=8
simulationDuration=PT10000H
highHand=[HighHand: nlhMinimumQualifyingHand=[PokerHand: handType=FULL_HOUSE {2 2 2 3 3}], ploMinimumQualifyingHand=[PokerHand: handType=QUADS {5 5 5 5 A}], highHandPeriod=PT1H]
[Hour=1699, Hand=[PokerHand: handType=QUADS {Jd Qd Qh Qc Qs}], isPlo=false]
[Hour=1700, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Jc Jh Jd}], isPlo=false]
[Hour=1701, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Kd} (flopped=false)], isPlo=true]
[Hour=1702, Hand=[PokerHand: handType=QUADS {Kh Ks Kd Kc Ac} (flopped=false)], isPlo=true]
[Hour=1703, Hand=[PokerHand: handType=QUADS {6s 6h 6d 6c 7d} (flopped=false)], isPlo=true]
[Hour=1704, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd}], isPlo=false]
[Hour=1705, Hand=[PokerHand: handType=QUADS {Qh Ah Ac Ad As}], isPlo=false]
[Hour=1706, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d Kh Kd Kc}], isPlo=false]
[Hour=1707, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h 3s 9c 9h}], isPlo=false]
[Hour=1708, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c}], isPlo=false]
[Hour=1709, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=1710, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=1711, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Js} (flopped=true)], isPlo=true]
[Hour=1712, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd}], isPlo=false]
[Hour=1713, Hand=[PokerHand: handType=QUADS {Kd Kc Ks Kh Ah} (flopped=false)], isPlo=true]
[Hour=1714, Hand=[PokerHand: handType=QUADS {Js Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=1715, Hand=[PokerHand: handType=QUADS {Qd Qc Qs Qh Kd} (flopped=false)], isPlo=true]
[Hour=1716, Hand=[PokerHand: handType=QUADS {Td Jd Js Jc Jh} (flopped=false)], isPlo=true]
[Hour=1717, Hand=[PokerHand: handType=QUADS {7h 7s 7c 7d 8d} (flopped=false)], isPlo=true]
[Hour=1718, Hand=[PokerHand: handType=QUADS {5s 7d 7s 7h 7c} (flopped=false)], isPlo=true]
[Hour=1719, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s 9c Ts Th}], isPlo=false]
[Hour=1720, Hand=[PokerHand: handType=QUADS {8c Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=1721, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s Jd Jh Js}], isPlo=false]
[Hour=1722, Hand=[PokerHand: handType=QUADS {2c 2d 2h 2s Jc}], isPlo=false]
[Hour=1723, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=1724, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Qs Qd Qc}], isPlo=false]
[Hour=1725, Hand=[PokerHand: handType=QUADS {7s 8d 8s 8h 8c} (flopped=true)], isPlo=true]
[Hour=1726, Hand=[PokerHand: handType=QUADS {Qd Qh Qs Qc Ac} (flopped=false)], isPlo=true]
[Hour=1727, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Qd} (flopped=false)], isPlo=true]
[Hour=1728, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=1729, Hand=[PokerHand: handType=QUADS {6d 6s 6c 6h Td} (flopped=false)], isPlo=true]
[Hour=1730, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c Js Jc Jd}], isPlo=false]
[Hour=1731, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=1732, Hand=[PokerHand: handType=QUADS {Jc Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=1733, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qs Kh Ks}], isPlo=false]
[Hour=1734, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Qc} (flopped=true)], isPlo=true]
[Hour=1735, Hand=[PokerHand: handType=QUADS {Jc Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=1736, Hand=[PokerHand: handType=QUADS {5h 5c 5s 5d Qs} (flopped=false)], isPlo=true]
[Hour=1737, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h Kd Kc Kh}], isPlo=false]
[Hour=1738, Hand=[PokerHand: handType=QUADS {6d 6c 6h 6s 9s} (flopped=false)], isPlo=true]
[Hour=1739, Hand=[PokerHand: handType=QUADS {7c 8d 8c 8h 8s} (flopped=true)], isPlo=true]
[Hour=1740, Hand=[PokerHand: handType=QUADS {6s 7h 7c 7s 7d} (flopped=false)], isPlo=true]
[Hour=1741, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Ts} (flopped=false)], isPlo=true]
[Hour=1742, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s Ac Ad Ah}], isPlo=false]
[Hour=1743, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=1744, Hand=[PokerHand: handType=FULL_HOUSE {9d 9c 9s Tc Th}], isPlo=false]
[Hour=1745, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c 6d 7c 7h}], isPlo=false]
[Hour=1746, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Jc} (flopped=false)], isPlo=true]
[Hour=1747, Hand=[PokerHand: handType=QUADS {6s 6d 6c 6h Tc} (flopped=false)], isPlo=true]
[Hour=1748, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=1749, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=1750, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s Ac} (flopped=false)], isPlo=true]
[Hour=1751, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s 6d 8h 8d}], isPlo=false]
[Hour=1752, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh Kc} (flopped=false)], isPlo=true]
[Hour=1753, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c 4s 9h 9d}], isPlo=false]
[Hour=1754, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Ts} (flopped=false)], isPlo=true]
[Hour=1755, Hand=[PokerHand: handType=QUADS {Ts As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=1756, Hand=[PokerHand: handType=QUADS {8h 8d 8s 8c Qc} (flopped=false)], isPlo=true]
[Hour=1757, Hand=[PokerHand: handType=QUADS {5c 5d 5s 5h Kh}], isPlo=false]
[Hour=1758, Hand=[PokerHand: handType=QUADS {6c Qs Qc Qd Qh} (flopped=false)], isPlo=true]
[Hour=1759, Hand=[PokerHand: handType=QUADS {6c 6s 6d 6h 9c}], isPlo=false]
[Hour=1760, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=1761, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h Ks Kc Kh}], isPlo=false]
[Hour=1762, Hand=[PokerHand: handType=QUADS {Jh Kd Kh Ks Kc} (flopped=false)], isPlo=true]
[Hour=1763, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Td} (flopped=true)], isPlo=true]
[Hour=1764, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Kd} (flopped=false)], isPlo=true]
[Hour=1765, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Tc} (flopped=false)], isPlo=true]
[Hour=1766, Hand=[PokerHand: handType=QUADS {Qd Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=1767, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=1768, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Tc} (flopped=false)], isPlo=true]
[Hour=1769, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=1770, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s 3d 5s 5c}], isPlo=false]
[Hour=1771, Hand=[PokerHand: handType=FULL_HOUSE {4c 4h Kc Ks Kd}], isPlo=false]
[Hour=1772, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Kh} (flopped=false)], isPlo=true]
[Hour=1773, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 4c 9s 9c}], isPlo=false]
[Hour=1774, Hand=[PokerHand: handType=QUADS {Kd Kc Ks Kh Ac} (flopped=false)], isPlo=true]
[Hour=1775, Hand=[PokerHand: handType=QUADS {8c Ac Ad As Ah}], isPlo=false]
[Hour=1776, Hand=[PokerHand: handType=QUADS {6s 6h 6c 6d 8s} (flopped=false)], isPlo=true]
[Hour=1777, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=true)], isPlo=true]
[Hour=1778, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=1779, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Kh Kd Ks}], isPlo=false]
[Hour=1780, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Qc} (flopped=false)], isPlo=true]
[Hour=1781, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Qc} (flopped=false)], isPlo=true]
[Hour=1782, Hand=[PokerHand: handType=QUADS {6h 6c 6d 6s Js} (flopped=false)], isPlo=true]
[Hour=1783, Hand=null, isPlo=null]
[Hour=1784, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=1785, Hand=[PokerHand: handType=QUADS {6d Ad Ah As Ac}], isPlo=false]
[Hour=1786, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Th Tc Ts}], isPlo=false]
[Hour=1787, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qd Qs Ks Kd}], isPlo=false]
[Hour=1788, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Ah} (flopped=false)], isPlo=true]
[Hour=1789, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jd Qs Qd Qh}], isPlo=false]
[Hour=1790, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Th Ts Tc}], isPlo=false]
[Hour=1791, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Td Qc Qs}], isPlo=false]
[Hour=1792, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s Ah Ad Ac}], isPlo=false]
[Hour=1793, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s Qd Qh Qs}], isPlo=false]
[Hour=1794, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=1795, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Ac} (flopped=false)], isPlo=true]
[Hour=1796, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=1797, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Qc Qh Qs}], isPlo=false]
[Hour=1798, Hand=[PokerHand: handType=QUADS {Tc Td Ts Th Js} (flopped=true)], isPlo=true]
[Hour=1799, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h Jc Js Jh}], isPlo=false]
[Hour=1800, Hand=[PokerHand: handType=QUADS {6c 8d 8h 8c 8s} (flopped=false)], isPlo=true]
[Hour=1801, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=1802, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d Jc Jd Jh}], isPlo=false]
[Hour=1803, Hand=[PokerHand: handType=QUADS {Qs Qh Qc Qd Ks} (flopped=false)], isPlo=true]
[Hour=1804, Hand=[PokerHand: handType=QUADS {Qh Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=1805, Hand=[PokerHand: handType=QUADS {7c 7d 7h 7s 8c} (flopped=false)], isPlo=true]
[Hour=1806, Hand=[PokerHand: handType=QUADS {7d 7h 7c 7s 8d} (flopped=false)], isPlo=true]
[Hour=1807, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Jc} (flopped=false)], isPlo=true]
[Hour=1808, Hand=[PokerHand: handType=QUADS {Js Kc Kd Kh Ks} (flopped=false)], isPlo=true]
[Hour=1809, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=1810, Hand=[PokerHand: handType=QUADS {5s 5c 5d 5h Qs} (flopped=false)], isPlo=true]
[Hour=1811, Hand=[PokerHand: handType=QUADS {Jc Jh Js Jd Qh} (flopped=false)], isPlo=true]
[Hour=1812, Hand=[PokerHand: handType=QUADS {8c 8s 8d 8h Jh} (flopped=true)], isPlo=true]
[Hour=1813, Hand=[PokerHand: handType=QUADS {Jd Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=1814, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=1815, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=1816, Hand=[PokerHand: handType=QUADS {9s 9d 9c 9h Jc} (flopped=false)], isPlo=true]
[Hour=1817, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=1818, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Jc} (flopped=false)], isPlo=true]
[Hour=1819, Hand=[PokerHand: handType=QUADS {6c 6h 6d 6s Jd}], isPlo=false]
[Hour=1820, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 7s 7c 7h}], isPlo=false]
[Hour=1821, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Jh} (flopped=false)], isPlo=true]
[Hour=1822, Hand=[PokerHand: handType=QUADS {8s Ts Th Tc Td} (flopped=false)], isPlo=true]
[Hour=1823, Hand=[PokerHand: handType=QUADS {Jh Jc Js Jd Ks} (flopped=true)], isPlo=true]
[Hour=1824, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s Ac Ah Ad}], isPlo=false]
[Hour=1825, Hand=[PokerHand: handType=FULL_HOUSE {9d 9c Qd Qh Qs}], isPlo=false]
[Hour=1826, Hand=[PokerHand: handType=QUADS {Qs Kc Ks Kd Kh} (flopped=true)], isPlo=true]
[Hour=1827, Hand=[PokerHand: handType=QUADS {Qd Ac Ad Ah As}], isPlo=false]
[Hour=1828, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Ad} (flopped=false)], isPlo=true]
[Hour=1829, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Kc Kd Kh}], isPlo=false]
[Hour=1830, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Kh Ks Kd}], isPlo=false]
[Hour=1831, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kd Ks As Ah}], isPlo=false]
[Hour=1832, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c 4d 8s 8h}], isPlo=false]
[Hour=1833, Hand=[PokerHand: handType=QUADS {7c 7d 7s 7h Jh} (flopped=false)], isPlo=true]
[Hour=1834, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c 6d 9d 9c}], isPlo=false]
[Hour=1835, Hand=null, isPlo=null]
[Hour=1836, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h 3c 6c 6s}], isPlo=false]
[Hour=1837, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=1838, Hand=[PokerHand: handType=QUADS {Kd Kc Kh Ks Ad} (flopped=false)], isPlo=true]
[Hour=1839, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Jh} (flopped=false)], isPlo=true]
[Hour=1840, Hand=[PokerHand: handType=QUADS {Kd Ks Kc Kh Ac} (flopped=false)], isPlo=true]
[Hour=1841, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=1842, Hand=[PokerHand: handType=QUADS {8h 8c 8d 8s Kd} (flopped=false)], isPlo=true]
[Hour=1843, Hand=null, isPlo=null]
[Hour=1844, Hand=[PokerHand: handType=QUADS {4h 4d 4s 4c Kh}], isPlo=false]
[Hour=1845, Hand=[PokerHand: handType=QUADS {7d 7c 7s 7h 8h} (flopped=true)], isPlo=true]
[Hour=1846, Hand=[PokerHand: handType=QUADS {6s 6h 6c 6d 9h}], isPlo=false]
[Hour=1847, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Jc Js Jd}], isPlo=false]
[Hour=1848, Hand=[PokerHand: handType=QUADS {Jh Js Jc Jd Qd} (flopped=false)], isPlo=true]
[Hour=1849, Hand=null, isPlo=null]
[Hour=1850, Hand=null, isPlo=null]
[Hour=1851, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Jh} (flopped=false)], isPlo=true]
[Hour=1852, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Qc Qh Qd}], isPlo=false]
[Hour=1853, Hand=[PokerHand: handType=QUADS {Jh Jc Js Jd Ad}], isPlo=false]
[Hour=1854, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kc Ad As Ah}], isPlo=false]
[Hour=1855, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ts Qs Qc}], isPlo=false]
[Hour=1856, Hand=[PokerHand: handType=QUADS {9s 9h 9d 9c Qs} (flopped=true)], isPlo=true]
[Hour=1857, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h Ad As Ac}], isPlo=false]
[Hour=1858, Hand=[PokerHand: handType=QUADS {9h Ts Th Td Tc} (flopped=true)], isPlo=true]
[Hour=1859, Hand=null, isPlo=null]
[Hour=1860, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Jd} (flopped=false)], isPlo=true]
[Hour=1861, Hand=[PokerHand: handType=FULL_HOUSE {4d 4c Ac As Ah}], isPlo=false]
[Hour=1862, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qs Qc Kh Ks}], isPlo=false]
[Hour=1863, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Td Ah Ad}], isPlo=false]
[Hour=1864, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=1865, Hand=[PokerHand: handType=QUADS {Kh As Ac Ah Ad} (flopped=true)], isPlo=true]
[Hour=1866, Hand=[PokerHand: handType=QUADS {5h 5s 5c 5d Kd} (flopped=false)], isPlo=true]
[Hour=1867, Hand=[PokerHand: handType=QUADS {6d 6s 6c 6h 7s} (flopped=true)], isPlo=true]
[Hour=1868, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=1869, Hand=[PokerHand: handType=QUADS {Qs Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=1870, Hand=[PokerHand: handType=FULL_HOUSE {Kd Ks Kc Ah As}], isPlo=false]
[Hour=1871, Hand=[PokerHand: handType=QUADS {8c 8s 8d 8h Td} (flopped=false)], isPlo=true]
[Hour=1872, Hand=[PokerHand: handType=QUADS {3h 3d 3s 3c 7c}], isPlo=false]
[Hour=1873, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=1874, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Ks}], isPlo=false]
[Hour=1875, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Ad As Ac}], isPlo=false]
[Hour=1876, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=true)], isPlo=true]
[Hour=1877, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=1878, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=1879, Hand=[PokerHand: handType=QUADS {2h 2s 2c 2d 5s}], isPlo=false]
[Hour=1880, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Qs} (flopped=false)], isPlo=true]
[Hour=1881, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s Ah As Ac}], isPlo=false]
[Hour=1882, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Qh} (flopped=false)], isPlo=true]
[Hour=1883, Hand=[PokerHand: handType=QUADS {Kc Ah Ad As Ac} (flopped=true)], isPlo=true]
[Hour=1884, Hand=[PokerHand: handType=QUADS {9c 9d 9s 9h Qh} (flopped=false)], isPlo=true]
[Hour=1885, Hand=[PokerHand: handType=QUADS {9h As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=1886, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c 4d 8c 8h}], isPlo=false]
[Hour=1887, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 8h Kd Ks}], isPlo=false]
[Hour=1888, Hand=[PokerHand: handType=QUADS {5d 5c 5h 5s 9s}], isPlo=false]
[Hour=1889, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Ad As Ac}], isPlo=false]
[Hour=1890, Hand=null, isPlo=null]
[Hour=1891, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Ks} (flopped=false)], isPlo=true]
[Hour=1892, Hand=[PokerHand: handType=QUADS {3s 3d 3h 3c 4h}], isPlo=false]
[Hour=1893, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c}], isPlo=false]
[Hour=1894, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kc Kd Ad Ah}], isPlo=false]
[Hour=1895, Hand=[PokerHand: handType=QUADS {8h 9h 9c 9d 9s} (flopped=true)], isPlo=true]
[Hour=1896, Hand=[PokerHand: handType=QUADS {Qc Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=1897, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s 6d Qc Qs}], isPlo=false]
[Hour=1898, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td}], isPlo=false]
[Hour=1899, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=1900, Hand=[PokerHand: handType=QUADS {7h 7c 7s 7d Jc} (flopped=true)], isPlo=true]
[Hour=1901, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Kd} (flopped=false)], isPlo=true]
[Hour=1902, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Th} (flopped=false)], isPlo=true]
[Hour=1903, Hand=[PokerHand: handType=QUADS {7c 7d 7h 7s 9c} (flopped=false)], isPlo=true]
[Hour=1904, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Ts Jc Js}], isPlo=false]
[Hour=1905, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc Ah} (flopped=false)], isPlo=true]
[Hour=1906, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s 9s 9d 9c}], isPlo=false]
[Hour=1907, Hand=[PokerHand: handType=QUADS {Qh Qc Qs Qd Ad} (flopped=false)], isPlo=true]
[Hour=1908, Hand=[PokerHand: handType=FULL_HOUSE {9d 9c 9h Jd Js}], isPlo=false]
[Hour=1909, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Ts} (flopped=false)], isPlo=true]
[Hour=1910, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Td Qd Qc}], isPlo=false]
[Hour=1911, Hand=[PokerHand: handType=QUADS {Qs Ac Ah As Ad}], isPlo=false]
[Hour=1912, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s As Ad Ah}], isPlo=false]
[Hour=1913, Hand=[PokerHand: handType=QUADS {Qc Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=1914, Hand=[PokerHand: handType=QUADS {Js Kc Kd Kh Ks} (flopped=false)], isPlo=true]
[Hour=1915, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c Kd Kc Ks}], isPlo=false]
[Hour=1916, Hand=[PokerHand: handType=QUADS {6c Jh Jc Jd Js}], isPlo=false]
[Hour=1917, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td}], isPlo=false]
[Hour=1918, Hand=[PokerHand: handType=QUADS {6s 6h 6d 6c Td} (flopped=false)], isPlo=true]
[Hour=1919, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=1920, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ah} (flopped=true)], isPlo=true]
[Hour=1921, Hand=null, isPlo=null]
[Hour=1922, Hand=[PokerHand: handType=QUADS {8s Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=1923, Hand=[PokerHand: handType=QUADS {Jd Jc Jh Js Qs} (flopped=false)], isPlo=true]
[Hour=1924, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Qs Qh Qd}], isPlo=false]
[Hour=1925, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Jd} (flopped=false)], isPlo=true]
[Hour=1926, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h Js Jh Jc}], isPlo=false]
[Hour=1927, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s Ah Ac As}], isPlo=false]
[Hour=1928, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qc Kc Ks Kd}], isPlo=false]
[Hour=1929, Hand=[PokerHand: handType=QUADS {5d Jc Jd Js Jh}], isPlo=false]
[Hour=1930, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=true)], isPlo=true]
[Hour=1931, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d 9s Th Ts}], isPlo=false]
[Hour=1932, Hand=[PokerHand: handType=QUADS {Qc Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=1933, Hand=[PokerHand: handType=QUADS {6h 6s 6d 6c Qh} (flopped=false)], isPlo=true]
[Hour=1934, Hand=[PokerHand: handType=QUADS {6h 6s 6c 6d 7d}], isPlo=false]
[Hour=1935, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d 6s 7d 7c}], isPlo=false]
[Hour=1936, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c Ah Ac As}], isPlo=false]
